Tweets,len,ID,Date,Source,Likes,RTs
We are gracious to have been selected by the World Football Summit as 2020’s Best Digital Platform for our collabor… https://t.co/ZZK6OsqAPM,140,1328976682645123072,2020-11-18 08:21:46,EveryoneSocial,3,1
"@ZindiAfrica Data Scientists used Machine Learning to predict Call volumes at Childline Kenya 
Compare the model pe… https://t.co/VHaQCUapGB",140,1328976569608581130,2020-11-18 08:21:20,Twitter Web App,6,4
@JamesTKirok @Pamela54711 @DC_Draino Her bot score is so high that I'm guessing it's a replacement account. Accordi… https://t.co/f0rUen1Y86,140,1328976075666432000,2020-11-18 08:19:22,TweetDeck,0,0
"#RT @ProductHunt: Despite the pandemic, there are reasons why you may still need to travel. This app uses Machine L… https://t.co/Ct9MHqWCxF",140,1328976035862491137,2020-11-18 08:19:12,IFTTT,0,0
"Empezamos con esta lista de 130 proyectos de #MachineLearning explicados
https://t.co/2rPrKSvrix",96,1328975863094849541,2020-11-18 08:18:31,Twitter Web App,1,1
Machine is learning from memes 😂 https://t.co/CEQJ0EyWzu,56,1328975777686228993,2020-11-18 08:18:11,Twitter for iPad,0,0
Facebook Is Now Using AI to Help Human Moderators Identify Posts That Need Review https://t.co/mCxcTzZ4B2,105,1328975751513829379,2020-11-18 08:18:04,IFTTT,0,0
What are the Biggest Challenges with AI? #ArtificialIntelligence via https://t.co/ofZsjNBhfh https://t.co/Qhuj48g2yD,116,1328975553144246272,2020-11-18 08:17:17,TwinyBots,0,0
Definition of Jaccard Index https://t.co/Z4pWRns8iK #ConvolutionalNeuralNetwork #JaccardIndex,93,1328975405471072257,2020-11-18 08:16:42,DeepAI,7,1
Na excited ko sa Machine Learning 😊😊😊,37,1328975320381231107,2020-11-18 08:16:22,Twitter for iPad,0,0
Machine learning in banking and marketing applications for 2021 and beyond https://t.co/8fpPO99hgs #machinelearning,115,1328975125857906690,2020-11-18 08:15:35,Paper.li,1,0
Kathleen is a behavioral scientist and machine learning engineer as well as a start-up entrepreneur with 7 years of… https://t.co/9LRgzdsf2x,140,1328975082694221824,2020-11-18 08:15:25,Twitter Web App,1,1
"Through machine learning and AI, #personalisedlearning platforms aim to emulate and support the talents of great… https://t.co/hRnfgqGeRZ",137,1328974997809934339,2020-11-18 08:15:05,Hootsuite Inc.,0,0
Facebook Is Now Using AI to Help Human Moderators Identify Posts That Need Review https://t.co/rSRv7JZ441,105,1328974809468964866,2020-11-18 08:14:20,IFTTT,0,0
"In dem letzten Vortrag der gemeinsamen Webinarreihe, stellt Ihnen heute unser Partner rku Machine Learning im Energ… https://t.co/QIflEnaHeR",140,1328974793853513729,2020-11-18 08:14:16,HubSpot,0,0
COVID-19 感染予測 (日本版) の公開について @googlecloud https://t.co/XLnhhTVOaY,64,1328974772072456192,2020-11-18 08:14:11,Twitter for iPhone,0,0
"Despite the pandemic, there are reasons why you may still need to travel. This app uses Machine Learning to help yo… https://t.co/IQMmbA7GLr",140,1328974672386469888,2020-11-18 08:13:47,IFTTT,0,1
Innovative machine-learning approach for future diagnostic advances in Parkinson's disease https://t.co/0nCLcNzNaH,114,1328974663356010496,2020-11-18 08:13:45,Dynamic Signal,0,1
"hackernoon: ""AI And Machine Learning Are Our Best Bet To Keep Saving The World From Climate Catastrophe"" by… https://t.co/tlMPkUgFYg",132,1328974588458520578,2020-11-18 08:13:27,IFTTT,0,1
AWS expands language support for Amazon Lex and Amazon Polly via Amazon Web Services https://t.co/DPu9oN5jB6… https://t.co/UOiTFmtxcE,133,1328974483500183552,2020-11-18 08:13:02,Buffer,0,3
Job opportunity! Use your skills in mathematical modelling and machine learning to investigate the chronodiagnosis… https://t.co/0hPVrvKleD,139,1328974478546792448,2020-11-18 08:13:01,Twitter Web App,0,3
When Machine Learning Knows Too Much About You https://t.co/QMJabA1Uwa https://t.co/tHfKsbY4TR,94,1328974435613806597,2020-11-18 08:12:51,Upflow,0,1
"@bigMoodRing @0kbps it makes me wonder how similar it is to human auditory hallucinations, since this is machine le… https://t.co/zn2SalDchU",140,1328974372959178752,2020-11-18 08:12:36,Twitter Web App,0,0
EVERSANA and WorldQuant Predictive significantly improve patient adherence and outcomes through real-time Artificia… https://t.co/1i66IxcqkC,140,1328974313823760385,2020-11-18 08:12:22,IFTTT,0,3
"@findjacob As engineers increasingly turn to machine learning methods to develop adaptable robots, new work makes p… https://t.co/0T3RVu8xWr",140,1328974240939466752,2020-11-18 08:12:04,KerguelenPetrel,1,1
@mckayjohns 100% on the machine learning/modelling work! Not enough publically available resource on this,105,1328974205635993600,2020-11-18 08:11:56,Twitter for Android,1,0
elonmusk: Deus ex machine learning https://t.co/gtgYE8FzxI - https://t.co/Vdh0XRS9MP,84,1328974062316630016,2020-11-18 08:11:22,IFTTT,0,1
5 Ways to Improve User Experience with Machine Learning https://t.co/bpdTtoHqtV #webdesign #dev https://t.co/HlniMIWSvN,119,1328973981932654592,2020-11-18 08:11:03,dlvr.it,1,2
The keynote at #ML #conference and @iotconf is happening now! Welcome to the last day as  @pieterbuteneers goes dee… https://t.co/jWMPps2oQb,140,1328973895286841344,2020-11-18 08:10:42,Hootsuite Inc.,2,1
Store output in custom Amazon S3 bucket and encrypt using AWS KMS for multi-page document processing with Amazon Tex https://t.co/6tf3jx8QF7,140,1328973766181982208,2020-11-18 08:10:11,DsGuide bot #2,0,2
"Not only speech, but also sign language recognition (and translation). At @ResearchUGent, an interesting Machine Le… https://t.co/MoJwxuGIcz",140,1328973756438601728,2020-11-18 08:10:09,Twitter for Android,2,3
"To maximize your company's use of #AI, @LisaMorgan for @InformationWeek recommends putting technology at the core o… https://t.co/M42pDGDyD7",140,1328973714080346112,2020-11-18 08:09:59,Qnary.io,0,1
Active and Semi-Supervised machine learning: Oct 26 — Nov 13 - https://t.co/MbseesPNK6 - thanks @RichardEudes… https://t.co/ScS4iWz4sC,134,1328973628218568704,2020-11-18 08:09:38,IFTTT,0,1
Predicting Heart Disease Using Machine Learning? Don’t! https://t.co/TsfhNFD02N https://t.co/yDKVX54WRp,103,1328973574548443138,2020-11-18 08:09:25,Upflow,0,1
"Global AI &amp; Machine Learning Operationalization Software Market 2020 Top Industry Players – Algorithmia, Determined… https://t.co/TgscxEfcCQ",144,1328973347506438144,2020-11-18 08:08:31,dlvr.it,0,2
Machine learning in banking and marketing applications for 2021 and beyond https://t.co/8fBCKCtoKJ #machinelearning,115,1328973323850674177,2020-11-18 08:08:26,Paper.li,0,2
Learn how to automate database processes with the help of machine-learning. Download your guide to autonomous datab… https://t.co/l2matnyP7M,140,1328972514467475457,2020-11-18 08:05:13,Zift Platform,0,0
เงิน Data Sci Machine Learning AI เงินดีจริง,44,1328972492413706240,2020-11-18 08:05:07,Twitter Web App,0,0
@teddylj @KineticBoom80 @TRACIEMULLIGAN1 @growlsatsalads I admit that sometimes AI machine learning twitter bots ge… https://t.co/NtJYiS3VYG,140,1328972475498196992,2020-11-18 08:05:03,TweetDeck,0,0
Machine learning used to develop chemical library for drug discovery - WEST LAFAYETTE https://t.co/ZleBAtS7dD #machinelearning #intoAInews,138,1328972457076789249,2020-11-18 08:04:59,into.AI,0,3
"🐹🐹🐹 Palladium, meet copper: Researchers use machine learning to improve catalysts - https://t.co/0dUQOeWo4Z… https://t.co/UX22fWLaeo",132,1328972425959182336,2020-11-18 08:04:52,IFTTT,2,3
🐹🐹🐹 Machine learning guarantees robots' performance in unknown territory - Science Daily https://t.co/5KkmRiPnlK… https://t.co/qPKVfcUq1h,137,1328972418447183875,2020-11-18 08:04:50,IFTTT,1,2
🐹🐹🐹 Machine learning our way through a billion-chemical library - Morgridge Institute for Research… https://t.co/GE0kImyBFU,123,1328972412998791169,2020-11-18 08:04:49,IFTTT,1,2
"🐹🐹🐹 Rey-Bellet, Katsoulakis Will Develop More Trustworthy Machine Learning Algorithms for Predicting Extreme Events… https://t.co/BEkjxAle3y",140,1328972403662327808,2020-11-18 08:04:46,IFTTT,1,2
🐹🐹🐹 Industry 4.0: Impacts of Machine Learning on the Manufacturing Industry - AiThority https://t.co/5trPV75qcC… https://t.co/B1YHMi5Xc6,136,1328972397966487553,2020-11-18 08:04:45,IFTTT,1,2
"🐹🐹🐹 Machine Learning Software Market 2020-2026 | Microsoft, Ibm, Scikit-Learn, Google Cloud Tpu, Figure Eight - PRn… https://t.co/cJKhjHhSGI",140,1328972381705080833,2020-11-18 08:04:41,IFTTT,1,2
🐹🐹🐹 Machine learning used to develop chemical library for drug discovery - Chronicle-Tribune… https://t.co/Mzj7nuqaLZ,117,1328972371034771457,2020-11-18 08:04:39,IFTTT,1,1
Global Machine Learning As A Service Market: Drivers is Responsible to for -  https://t.co/fbEPyVk3Yz #machinelearning #intoAInews,130,1328972338361212929,2020-11-18 08:04:31,into.AI,0,1
"AI/ML – Machine Learning Engineer Automation, Siri Understanding - Apply for a AI/ML - https://t.co/Ka6Vgn9cnX #machinelearning #intoAInews",139,1328972300406976513,2020-11-18 08:04:22,into.AI,0,1
"Machine Learning Market Size (2020-2026) | Know About Brand Players: SAP SE , Sas -  https://t.co/Cwi4i5Q4iD #machinelearning #intoAInews",137,1328972225790226433,2020-11-18 08:04:04,into.AI,0,1
Machine Learning and Its Disruptions in the Information Security https://t.co/QxqC6lv6Kd https://t.co/YCaUQXhqyj,112,1328972185642405888,2020-11-18 08:03:54,IFTTT,0,0
"Global Machine Learning Market Trends, Supply Chain Analysis, COVID-19 Impact and -  https://t.co/OQ5SCm56Yj #machinelearning #intoAInews",137,1328972168298983427,2020-11-18 08:03:50,into.AI,1,1
#Machinelearning can give #igaming companies and #casinos a major boost commercially and help them to act responsib… https://t.co/L4z6UOYeiJ,140,1328972162959515648,2020-11-18 08:03:49,Twitter Web App,0,1
Machine learning innovation to develop chemical library - EurekAlert https://t.co/ApX60NuJwl,92,1328972151685328896,2020-11-18 08:03:46,IFTTT,0,0
Machine Learning and Soil Humidity Sensing: Signal Strength Approach. (arXiv:2011.08273v1 [cs.LG]) https://t.co/gF0uYCHaQv,122,1328972127303847936,2020-11-18 08:03:40,IFTTT,0,0
🤖🤖🤖artificial intelligence (AI) machine learning autonomy - Military &amp; Aerospace Electronics… https://t.co/QssPaUIPDJ,121,1328972123533094912,2020-11-18 08:03:40,IFTTT,0,1
🐱🐶🐱 How to avoid overfitting in machine learning models - TechTarget  https://t.co/RrsatHqqCW #CuttingEdge… https://t.co/IrVAj7jE6r,131,1328971895425937409,2020-11-18 08:02:45,IFTTT,1,2
"AI-tool maker Seldon raises £7.1M Series A from AlbionVC and Cambridge Innovation Capital

Seldon is a U.K. startup… https://t.co/uIWnhl6AE1",140,1328971868339105792,2020-11-18 08:02:39,IFTTT,0,0
Machine learning automation startup DataRobot raises $270M ahead of likely IPO https://t.co/ZfyL2MaDnZ,102,1328971847807938560,2020-11-18 08:02:34,IFTTT,0,0
SitePoint:   5 Ways to Improve User Experience with Machine Learning https://t.co/DQd0Bz8NIT powered by… https://t.co/olc5zNYEHa,128,1328971842703409155,2020-11-18 08:02:33,dlvr.it,0,0
'The Best Machine Learning Startups To Work For In 2021 According To Glassdoor' https://t.co/Q5pCS3ICEo https://t.co/nbPegGVvY0,127,1328971722125500416,2020-11-18 08:02:04,Dynamic Signal,0,0
"@MIT researchers have developed a system, called MCUNet, that brings machine learning to microcontrollers. What eff… https://t.co/Id8dsIV500",140,1328971703700115456,2020-11-18 08:01:59,HubSpot,0,1
"What is Feature Store in Machine Learning ⌛️🎉⌛️

💭 Dummy Definition: Feature Store is technically the central stora… https://t.co/H1qeS38Fwn",140,1328971513412812801,2020-11-18 08:01:14,LinkedIn,0,0
"Eine neue #MachineLearning-Komponente für unsere Produktionsplanungssoftware FELIOS ermöglicht @Liebherr-Aerospace,… https://t.co/urLI76CeSz",140,1328971508279107584,2020-11-18 08:01:13,Twitter Web App,0,0
When Machine Learning Knows Too Much About You - KDnuggets https://t.co/jfz6WtyB6k #machinelearning,99,1328971410866319361,2020-11-18 08:00:50,Paper.li,0,0
"Looking forward to participating in a panel session at Perfect Information today on ""Friend of foe? Impact of #AI,… https://t.co/DMXBIvRTX1",139,1328971364154433541,2020-11-18 08:00:38,Twitter for Android,3,5
Machine learning metadata management is becoming a key challenge in production AI systems. We have started mapping… https://t.co/wz7JW63lUt,139,1328971338674016257,2020-11-18 08:00:32,Buffer,0,0
"Innovazioni basate sul machine learning, @GoIvanti Neurons si estende
#IvantiNeurons #AI #ML #iperautomazione… https://t.co/AdBxrpt2Me",134,1328971305266327552,2020-11-18 08:00:24,EveryoneSocial,0,0
Machine Learning Engineer Consultant https://t.co/D39o22NMYh,60,1328971300719783938,2020-11-18 08:00:23,WordPress.com,0,0
Get Started using Machine Learning with SAP Data Intelligence #sapdataintelligence #eim #sapeim… https://t.co/aIXhA1pNnS,120,1328971252724244480,2020-11-18 08:00:12,Dynamic Signal,0,0
Council Post: How And Why You Should Use AI And Machine Learning To Enhance Business Intelligence https://t.co/4RdlGX6VDk,121,1328971221061554177,2020-11-18 08:00:04,LinkedIn,0,0
Very nice paper on - some dangers of - machine learning and neuroimaging. A must read when toying with data analysi… https://t.co/b0WvoXPtTi,140,1328970736590086146,2020-11-18 07:58:09,Twitter Web App,0,2
The OptiGrow team wants to tackle agricultural inefficiencies by looking to provide a machine learning-based tool t… https://t.co/KdFCfea4U3,140,1328970704151212032,2020-11-18 07:58:01,Dynamic Signal,0,0
"A solid test for all vendors who claim to use Machine Learning, not just in Cybersecurity. https://t.co/WlJkjYMaQp",114,1328970083474010113,2020-11-18 07:55:33,Twitter for iPhone,0,0
Can you use Machine Learning to predict Lotto numbers? #AI,58,1328970081821483010,2020-11-18 07:55:33,Twitter for iPhone,2,1
Machine learning in banking and marketing applications for 2021 and beyond https://t.co/QRF5Z2CDLp #machinelearning,115,1328970043493916672,2020-11-18 07:55:24,Paper.li,0,1
"#FEATURED #COURSES

#Machine #Learning A-Z™: Hands-On #Python &amp; #R In #Data #Science

Learn to create Machine Learn… https://t.co/SvMxlJdFXL",144,1328969607810576384,2020-11-18 07:53:40,SocialPilot.co,10,22
"How to Choose the Best MLOps Strategy for Your Company https://t.co/euXd2T3m12 
IMHO #MLOps should be a key milesto… https://t.co/ExuDdHGdRG",140,1328969456463327233,2020-11-18 07:53:04,Twitter Web App,1,4
“COVID-19 感染予測 (日本版) の公開について | Google Cloud Blog” https://t.co/Nl5XbsZhGP,73,1328969325336698880,2020-11-18 07:52:32,はてな / Hatena,0,0
"Launching us into the future, we are very proud of our partnership with @WarwickBSchool 🚀🎓

Want to learn more abou… https://t.co/UiNZg3UbjG",140,1328969197754478593,2020-11-18 07:52:02,Buffer,38,14
"#MACHINELEARNING #ML #DAILY #DIGEST: to develop https://t.co/Jy0OWEp4vV
*algorithms for https://t.co/rnWvxRcOdK
*… https://t.co/tpXisOVTrM",138,1328969130343591940,2020-11-18 07:51:46,Twitter Web App,4,5
"Building a machine learning career these days is hard. Besides learning obstacles, you may encounter blockers you h… https://t.co/WXBTB48WXG",140,1328969115315351554,2020-11-18 07:51:42,Twitter Web App,54,4
"In 2014, she founded Delta Analytics, a non-profit dedicated to bringing technical capacity to help non-profits acr… https://t.co/MCM9qaIyvu",140,1328969010877231105,2020-11-18 07:51:17,Twitter Web App,1,2
Machine learning in banking and marketing applications for 2021 and beyond https://t.co/1ChtqJg7ce #machinelearning,115,1328968952849031172,2020-11-18 07:51:04,Paper.li,0,2
Day-Trade Market Clustering with Transdimensional Machine Learning https://t.co/1H2ai2cusd,90,1328968806505586689,2020-11-18 07:50:29,lifeboat.com,1,0
Machine learning in banking and marketing applications for 2021 and beyond https://t.co/iTXQ0IZArO,98,1328968527479443458,2020-11-18 07:49:22,Paper.li,1,0
"For an end user, math for machine learning is just used for debugging",69,1328968357417263105,2020-11-18 07:48:42,Twitter for Android,2,0
"@chatbiology I have been offered a PCR machine and there is money in a budget that would cover it, but it still fee… https://t.co/9kqXztZEdL",140,1328968278291656704,2020-11-18 07:48:23,Twitter for iPad,0,0
"AI-tool maker Seldon raises £7.1M Series A from AlbionVC and Cambridge Innovation Capital

Seldon is a UK startup t… https://t.co/rjt9kDVdbm",140,1328968150285766657,2020-11-18 07:47:52,IFTTT,0,0
We tend to think that validating machine learning models is hard because of how complicated they are (if we needed… https://t.co/bTicffl4ld,139,1328968009025810434,2020-11-18 07:47:19,Twitter Web App,1,0
machine learning,16,1328967922476343297,2020-11-18 07:46:58,"Cheap Bots, Done Quick!",1,0
嗷嗷 新写的博客 欢迎围观 讲了一点Kernel Density Estimation和Mean Shift的 并且用numpy实现了一下 这篇虽然简单 但是中间断断续续写了好久 简直要写到吐血了......已经没有激情了....… https://t.co/QH5bf2TFkh,140,1328967848262299648,2020-11-18 07:46:40,Twitter Web App,3,1
#MicroFocus’ #NetIQ Risk Services 2.0 leverages unsupervised #MachineLearning to deliver true continuous… https://t.co/JgF5XldxVW,129,1328967495341006851,2020-11-18 07:45:16,EveryoneSocial,0,1
Interesting 🤔 Machine-learning prompts could encourage oncologists to help patients with high-risk cancers make inf… https://t.co/ZlGWMrc7DO,140,1328967449476263938,2020-11-18 07:45:05,Buffer,1,0
"FEDn is an open-source, modular framework for Federated Machine Learning (FedML), developed and maintained by Scale… https://t.co/knZoWhrjvl",140,1328967292080812032,2020-11-18 07:44:28,Publer ,0,0
Machine learning in banking and marketing applications for 2021 and beyond https://t.co/xybjQejyP3 #machinelearning,115,1328967226448293889,2020-11-18 07:44:12,Paper.li,0,0
First-Principles Prediction of Electronic Transport in Experimental Semiconductor Heterostructures via Physics-Base… https://t.co/YvG1C58LuZ,140,1328966852010250242,2020-11-18 07:42:43,mat_mol_ml_bot,0,0
"L' #IA nécessite un soutien fort du leadership, une communication de qualité entre les équipes et des data accessib… https://t.co/nVK6AVVRQH",140,1328966722536271876,2020-11-18 07:42:12,AmazingContent,2,1
"Foundations of Machine Learning, second edition (Adaptive Computation and Machine Learning series) https://t.co/QyizuwfjaB #datascience #ad",139,1328966629221429250,2020-11-18 07:41:50,Postmatico,1,2
"Patents and Disruptive Technologies (Blockchain, Artificial Intelligence, Machine Learning, Drones)… https://t.co/RsNLRlx0qx",124,1328966361926787072,2020-11-18 07:40:46,Postmatico,0,1
"📢 #JobsInria #Ingénieur IA &amp; simulation numérique
🎯 Votre mission : participer au développement de plugins regroupa… https://t.co/ZYhlqeuewq",144,1328966265902395395,2020-11-18 07:40:23,Twitter Web App,1,0
#SC20 läuft und unsere Experten sind dabei. Phillpp Reusch beschäftigt sich mit der Entwicklung von CARME – Open-So… https://t.co/KyRAHTivFO,140,1328965874963914756,2020-11-18 07:38:50,Twitter Web App,1,0
Learn Top Programming Language | Best-Suited Programming Language for Machine Learning with us at… https://t.co/6VoNF1emwg,122,1328965821431996416,2020-11-18 07:38:37,Twitter Web App,2,9
kiff metwa23in ussal lal machine learning w hal essas w bl lebneniye baadon b aalmo HTML aa notepad ++🤡🤡🤡🤡🤡🤡,108,1328965715207008257,2020-11-18 07:38:12,Twitter for iPhone,2,0
"""Creating a Machine Learning Assistant for the Real-Time Performance of Dub Music""

@jjsauma demoing his MadPercept… https://t.co/A6qJtkovo4",140,1328965413628239878,2020-11-18 07:37:00,TweetDeck,2,1
4 Mistakes of Machine Learning Startups - ReadWrite  #startups #Entrepreneurs #technology #codinglife #programming https://t.co/owfYv3Jw6J,138,1328965260259241995,2020-11-18 07:36:23,twittbot.net,0,0
"@LeiaInc @Scobleizer @elonmusk @Tesla Is it based on maps, or on machine learning. If the cyber truck drives to a p… https://t.co/ooRF4amK6e",140,1328965176306126851,2020-11-18 07:36:03,Twitter for iPhone,1,1
@deliveryherocom Very practical and targeted. Machine learning. Taste communities. Customers spare time and reduce… https://t.co/ZhpKUgxC4T,139,1328965057791856640,2020-11-18 07:35:35,Twitter for iPhone,0,0
"Drones, 3D printing, machine learning, artificial intelligence. vehicle tracking, digital identity... exciting tech… https://t.co/BeoVy5AnmS",140,1328964241135702016,2020-11-18 07:32:20,Twitter for iPhone,3,3
"Google “Machine Learning Fairness” Whistleblower Goes Public, says: “burden lifted off of my soul” https://t.co/TA6RkVrzpc  #MachineLearning",140,1328964180871876608,2020-11-18 07:32:06,Twitter for Android,1,0
"In this tutorial, you will discover how to identify overfitting for machine learning models in Python. #DataScience… https://t.co/QS28jtnns9",140,1328964152619126785,2020-11-18 07:31:59,HubSpot,21,7
@MadsC007 Very practical and targeted. Machine learning. Taste communities. Customers spare time and reduce noise f… https://t.co/KYkye4HP9y,140,1328963936369205251,2020-11-18 07:31:08,Twitter for iPhone,1,0
"Steve Dunne shares how as businesses seek to rebound from the global pandemic, the rise of intelligent automation w… https://t.co/Dp5fvyLXtT",140,1328963915196329988,2020-11-18 07:31:02,EveryoneSocial,0,0
@elonmusk Artificial intelligence &amp;Machine learning is fine I WANT TO MAKE AIML KILLERS😈🥷🏿🤞,95,1328963774833971202,2020-11-18 07:30:29,Twitter for iPhone,0,0
[EN] Azure Machine Learning updates - November 2020 |c ... ML on the Microsoft platform is improving | #Microsoft… https://t.co/18cexsEjm2,138,1328963742705520641,2020-11-18 07:30:21,Bitly,1,1
How to Remove Bias and Make Machine Learning Models Fair &amp; Discrimination-Free at The Example of Credit Risk Data b… https://t.co/VCB0YXbpZD,144,1328963733247438851,2020-11-18 07:30:19,Hootsuite Inc.,0,0
[EN] Artificial Intelligence and Machine Learning helping insurance companies with cybersecurity |c ... complex sys… https://t.co/B7NsPRjO7N,140,1328963683498725386,2020-11-18 07:30:07,Bitly,1,2
[DE] Machine Learning: ONNX 1.8 erhöht Serialisierung beim Erfassen von Sequenztypen |c .. .es tut sich was bei Aus… https://t.co/0EJCP4LuTS,140,1328963505320579073,2020-11-18 07:29:25,Bitly,1,1
Interpretability in Machine Learning https://t.co/1D5L10O1vd,60,1328963299434782724,2020-11-18 07:28:36,Paper.li,0,0
@ndyagif @elonmusk But I really want to study machine learning and don't know how to start,90,1328963239179378690,2020-11-18 07:28:21,Twitter for Android,1,0
"A poorly-orchestrated change can damage customer relationships, hurt the top line, and threaten sales people's sens… https://t.co/TYXsPymSfs",140,1328963146300710915,2020-11-18 07:27:59,Qnary.io,1,2
"Top 7️⃣ #Resources for Data Science and Machine Learning🤖👨🏻‍💻
⇓
#datascience #machinelarning #bigdata #datacamp… https://t.co/iKuEdfyJTW",136,1328962635237363714,2020-11-18 07:25:57,Twitter for Android,2,4
“COVID-19 感染予測 (日本版) の公開について | Google Cloud Blog” https://t.co/PU3i2CyILN,73,1328962544564903939,2020-11-18 07:25:36,はてな / Hatena,4,0
"@gerald_bader : RT @Fabriziobustama: Machine learning guarantees robots performance in unknown territory
By… https://t.co/jifviucoTu",132,1328962414348554240,2020-11-18 07:25:05,IFTTT,1,1
要快ｄ學識machine learning,21,1328962267115884544,2020-11-18 07:24:30,Twitter for Android,1,0
Machine learning in banking and marketing applications for 2021 and beyond https://t.co/bsw7LRkIS5 #machinelearning,115,1328962186492973057,2020-11-18 07:24:10,Paper.li,0,3
"RedHatTelco: The future of #edge is to create a new dynamic, one that encourages new types of edge services worldwi… https://t.co/zuLNlloeKI",140,1328961766047555589,2020-11-18 07:22:30,IFTTT,0,0
Join us for our next #CFThursday session with Hannan Satopay where we will explore how Machine Learning can be adop… https://t.co/RpOq66EQYG,140,1328961023928307715,2020-11-18 07:19:33,Twitter for Android,0,0
"さてさて、どうなるかしらん。

これだけ増えると基幹病院に電話がかかりにくくなるのが辛い。できれば、周産期専用の回線作って欲しい。

非常事態宣言のときは却下されたけど。

https://t.co/EXHcobiXMT",110,1328960478069084161,2020-11-18 07:17:23,Twitter Web App,1,0
"Data Science, Machine Learning, Data Analysis, Python &amp; R #MachineLearning #learning via https://t.co/JTOOTycanK https://t.co/IeHIQlkVfx",140,1328960465066725386,2020-11-18 07:17:20,TwinyBots,2,3
"There’s no silver bullet for business disruption. However, scenario modeling, powered by AI and machine learning, c… https://t.co/9CJMMDccX4",140,1328959982805676035,2020-11-18 07:15:25,PostBeyond,0,0
Machine learning in banking and marketing applications for 2021 and beyond https://t.co/0PaRG5Tt6W #machinelearning,115,1328959964111630338,2020-11-18 07:15:20,Paper.li,1,0
"The future of #edge is to create a new dynamic, one that encourages new types of edge services worldwide that combi… https://t.co/b4RgE1Rcc3",140,1328959886525423616,2020-11-18 07:15:02,Sprout Social,0,0
Check out this video from Stanford University: Machine Learning on @Coursera. https://t.co/5lwIT9axp8 #Coursera,111,1328959783966285826,2020-11-18 07:14:38,Twitter Web App,0,0
"Complete #Python #Developer in 2020: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ pro… https://t.co/OijLTbRqMl",140,1328959542382702593,2020-11-18 07:13:40,SocialPilot.co,3,23
"本轮戒断反应好像结束了（“老乡别跑！” 
总结就是大约轻度喝了半年，每天600ml~1L，比较克制，无咖啡因48h没啥反应，48-72h断断续续了头疼一会儿…………
越来越适应这个…… 是不是也算一种machine learning",116,1328959378913890307,2020-11-18 07:13:01,Twitter Web App,1,0
Best Machine Learning Books (Updated for 2020) https://t.co/4GK6b3Rjd9  #MachineLearning,88,1328959047115153410,2020-11-18 07:11:42,Postmatico,15,10
"Yep! More machine learning memes please. Seriously tho, learning by doing is so important in web work. https://t.co/9sSGGsOGqO",126,1328959026370109444,2020-11-18 07:11:37,Twitter for iPhone,0,0
"Credentials are the Achilles heel of cybersecurity. With #Microsoft 365 Advanced Threat Protection, Cloud Nexus red… https://t.co/2lCiuH2Ns1",140,1328958745968320513,2020-11-18 07:10:30,ContentMX,0,1
"Credentials are the Achilles heel of cybersecurity. With #Microsoft 365 Advanced Threat Protection, Cloud Nexus red… https://t.co/7cQ32HkV9X",140,1328958743942402050,2020-11-18 07:10:30,ContentMX,0,1
"Machine Learning In Warehouse Management

https://t.co/2GaY6W5PsY",65,1328958624291561474,2020-11-18 07:10:01,recurpost.com,0,0
"Chart of the Day: I found especially this two charts of theAltimeter, a Prophet company State of Enterprise Machine… https://t.co/XXkuYGFFqN",140,1328957768997416962,2020-11-18 07:06:37,LinkedIn,0,0
"AI &amp; Bots4Good - Did AI, RPA, machine learning and interactive chatbots help or hinder the Covid response? And will… https://t.co/U1UECAdoMY",144,1328957581168168973,2020-11-18 07:05:52,SocialPilot.co,3,2
"You dont need to know all the math to do machine learning.

!⃝ 𝗧𝗵𝗶𝘀 𝗰𝗹𝗮𝗶𝗺 𝗶𝘀 𝗱𝗶𝘀𝗽𝘂𝘁𝗲𝗱 𝗯𝘆 𝗼𝗳𝗳𝗶𝗰𝗶𝗮𝗹 𝘀𝗼𝘂𝗿𝗰𝗲𝘀",105,1328957552231636993,2020-11-18 07:05:45,Twitter for iPhone,2,1
"How Goodhart’s Law Can Save #machinelearning Research
Stochastic Gradient Descent (SGD) has been responsible for ma… https://t.co/fTKddXY7U3",140,1328957533432782849,2020-11-18 07:05:41,Twitter Web App,3,0
I think my peak corona loneliness was when I downloaded an AI texting app and befriended a computer who used machin… https://t.co/XYS3pVskpZ,140,1328957381196255234,2020-11-18 07:05:05,Twitter for iPhone,9,0
Here @CRN details the emerging #AI and #MachineLearning trends to watch in 2021 including ➡️#Hyperautomation ➡️Incr… https://t.co/sB5czGWd0G,140,1328957376947494914,2020-11-18 07:05:04,ContentCal Studio,1,0
Entraîner une IA avec très très peu de données - Machine learning https://t.co/RqNZuO8oDE,89,1328957372333744128,2020-11-18 07:05:03,Hootsuite Inc.,0,0
Reproducible Data Science with Machine Learning - Rafal Lukawiecki has been acti https://t.co/2Nyb0DKImZ #datascience #intoAInews,129,1328957300737007619,2020-11-18 07:04:45,into.AI,1,1
"Machine learning is not #xgboost . Xgboost is just a gradient learning tool in Python.
There are other techniques -… https://t.co/v1aF5ANxvD",140,1328957257153961985,2020-11-18 07:04:35,Twitter for iPad,2,0
